,genes,degree,pagerank
8203,Hgh1,0,5.07E-06
8204,Mroh1,0,5.07E-06
8205,Bop1,0,5.07E-06
8206,Hsf1,0,5.07E-06
8207,Dgat1,0,5.07E-06
8208,Fbxl6,0,5.07E-06
8209,Slc52a2,0,5.07E-06
8210,Adck5,0,5.07E-06
8211,Cpsf1,0,5.07E-06
8212,Tonsl,-97,0
8213,Cyhr1,0,5.07E-06
8214,Ppp1r16a,0,5.07E-06
8215,Mfsd3,0,5.07E-06
8216,Lrrc14,0,5.07E-06
8217,Lrrc24,0,5.07E-06
8218,Arhgap39,0,5.07E-06
8219,Commd5,0,5.07E-06
8220,Rpl8,94,-7.13E-05
8221,1110038F14Rik,0,5.07E-06
8222,Rbfox2,0,5.07E-06
8223,Apol9b,0,5.07E-06
8224,Myh9,0,5.07E-06
8225,Txn2,0,5.07E-06
8226,Eif3d,0,5.07E-06
8227,Ift27,0,5.07E-06
8228,Ncf4,0,5.07E-06
8229,Csf2rb2,23,9.40E-05
8230,Csf2rb,0,5.07E-06
8231,Tst,-40,0
8232,Mpst,0,5.07E-06
8233,Il2rb,11,-3.41E-05
8234,C1qtnf6,0,5.07E-06
8235,Rac2,-1,0
8236,Cyth4,1,0
8237,Mfng,0,5.07E-06
8238,Card10,0,5.07E-06
8239,Cdc42ep1,0,5.07E-06
8240,Gga1,0,5.07E-06
8241,Sh3bp1,0,5.07E-06
8242,Lgals1,0,5.07E-06
8243,Nol12,0,5.07E-06
8244,Triobp,0,5.07E-06
8245,H1f0,0,5.07E-06
8246,Gcat,0,5.07E-06
8247,Ankrd54,0,5.07E-06
8248,Eif3l,0,5.07E-06
8249,Micall1,0,5.07E-06
8250,1700088E04Rik,0,5.07E-06
8251,Polr2f,0,5.07E-06
8252,Pick1,0,5.07E-06
8253,Maff,0,5.07E-06
8254,Tmem184b,0,5.07E-06
8255,Csnk1e,0,5.07E-06
8256,Kdelr3,0,5.07E-06
8257,Ddx17,0,5.07E-06
8258,Cby1,0,5.07E-06
8259,Tomm22,0,5.07E-06
8260,Josd1,0,5.07E-06
8261,Gtpbp1,0,5.07E-06
8262,07-02-2020,0,5.07E-06
8263,Dnal4,0,5.07E-06
8264,Cbx6,0,5.07E-06
8265,Apobec3,0,5.07E-06
8266,Cbx7,0,5.07E-06
8267,Pdgfb,0,5.07E-06
8268,Rpl3,82,-6.46E-05
8269,Syngr1,0,5.07E-06
8270,Mief1,0,5.07E-06
8271,Atf4,186,0
8272,Rps19bp1,0,5.07E-06
8273,Grap2,0,5.07E-06
8274,Tnrc6b,0,5.07E-06
8275,Adsl,0,5.07E-06
8276,Sgsm3,0,5.07E-06
8277,Mkl1,0,5.07E-06
8278,Slc25a17,0,5.07E-06
8279,St13,0,5.07E-06
8280,Xpnpep3,-2,-3.76E-05
8281,Rbx1,-5,0
8282,Ep300,0,5.07E-06
8283,L3mbtl2,0,5.07E-06
8284,Rangap1,0,5.07E-06
8285,Zc3h7b,0,5.07E-06
8286,Tef,0,5.07E-06
8287,Tob2,0,5.07E-06
8288,Phf5a,0,5.07E-06
8289,Aco2,0,5.07E-06
8290,Polr3h,0,5.07E-06
8291,Pmm1,0,5.07E-06
8292,Xrcc6,0,5.07E-06
8293,Desi1,0,5.07E-06
8294,Ccdc134,0,5.07E-06
8295,Srebf2,0,5.07E-06
8296,Tnfrsf13c,0,5.07E-06
8297,Naga,0,5.07E-06
8298,Smdt1,0,5.07E-06
8299,Ndufa6,177,0
8300,Cyp2d22,0,5.07E-06
8301,Tcf20,0,5.07E-06
8302,Nfam1,24,0
8303,Serhl,0,5.07E-06
8304,Rrp7a,0,5.07E-06
8305,Poldip3,0,5.07E-06
8306,Cyb5r3,-1,-1.16E-06
8307,A4galt,34,0
8308,Arfgap3,0,5.07E-06
8309,Pacsin2,-92,0
8310,Ttll1,0,5.07E-06
8311,Bik,0,5.07E-06
8312,Mcat,0,5.07E-06
8313,Tspo,22,0
8314,Ttll12,0,5.07E-06
8315,Scube1,0,5.07E-06
8316,Samm50,0,5.07E-06
8317,Parvb,0,5.07E-06
8318,Parvg,0,5.07E-06
8319,Prr5,0,5.07E-06
8320,Arhgap8,0,5.07E-06
8321,Nup50,0,5.07E-06
8322,5031439G07Rik,0,5.07E-06
8323,Fam118a,0,5.07E-06
8324,Fbln1,-1,0
8325,Atxn10,0,5.07E-06
8326,Cdpf1,0,5.07E-06
8327,Ttc38,0,5.07E-06
8328,Trmu,0,5.07E-06
8329,Gramd4,0,5.07E-06
8330,Cerk,0,5.07E-06
8331,Tbc1d22a,0,5.07E-06
8332,Brd1,0,5.07E-06
8333,Zbed4,0,5.07E-06
8334,Alg12,0,5.07E-06
8335,Creld2,0,5.07E-06
8336,Pim3,0,5.07E-06
8337,Ttll8,0,5.07E-06
8338,Trabd,0,5.07E-06
8339,Hdac10,0,5.07E-06
8340,Mapk12,0,5.07E-06
8341,Mapk11,0,3.29E-05
8342,Plxnb2,0,5.07E-06
8343,Sbf1,0,5.07E-06
8344,Lmf2,0,5.07E-06
8345,Ncaph2,0,5.07E-06
8346,Sco2,0,5.07E-06
8347,Chkb,0,5.07E-06
8348,Arsa,0,5.07E-06
8349,Shank3,0,5.07E-06
8350,Rabl2,0,5.07E-06
8351,Cpne8,0,5.07E-06
8352,Kif21a,0,5.07E-06
8353,Abcd2,0,5.07E-06
8354,Lrrk2,0,5.07E-06
8355,Gxylt1,0,5.07E-06
8356,Yaf2,0,5.07E-06
8357,Zcrb1,0,5.07E-06
8358,Pphln1,0,5.07E-06
8359,Prickle1,0,5.07E-06
8360,Irak4,0,5.07E-06
8361,Twf1,0,5.07E-06
8362,Ano6,0,5.07E-06
8363,2610037D02Rik,0,5.07E-06
8364,Arid2,0,5.07E-06
8365,Scaf11,0,5.07E-06
8366,Slc38a1,-14,-9.66E-05
8367,Slc38a2,0,5.07E-06
8368,Amigo2,-1,0
8369,Pced1b,0,5.07E-06
8370,Rpap3,0,5.07E-06
8371,Endou,0,5.07E-06
8372,Rapgef3,0,5.07E-06
8373,Slc48a1,-68,0
8374,Hdac7,0,5.07E-06
8375,Tmem106c,0,5.07E-06
8376,Senp1,0,5.07E-06
8377,Pfkm,0,5.07E-06
8378,Asb8,0,5.07E-06
8379,Kansl2,0,5.07E-06
8380,Ccnt1,0,5.07E-06
8381,9330020H09Rik,0,5.07E-06
8382,Adcy6,0,5.07E-06
8383,Cacnb3,0,5.07E-06
8384,Ddx23,0,5.07E-06
8385,Rnd1,-40,0
8386,Fkbp11,0,5.07E-06
8387,Arf3,-56,-1.33E-05
8388,Prkag1,0,5.07E-06
8389,Kmt2d,0,5.07E-06
8390,Lmbr1l,0,5.07E-06
8391,Tuba1b,-10,-1.13E-05
8392,Tuba1a,-64,-9.43E-05
8393,Tuba1c,0,5.07E-06
8394,Spats2,0,5.07E-06
8395,Mcrs1,0,5.07E-06
8396,Prpf40b,0,5.07E-06
8397,Fmnl3,0,5.07E-06
8398,Tmbim6,-97,0
8399,Faim2,0,5.07E-06
8400,Racgap1,-1,0
8401,Smarcd1,0,5.07E-06
8402,Cox14,0,5.07E-06
8403,Cers5,0,5.07E-06
8404,Lima1,0,5.07E-06
8405,Larp4,0,5.07E-06
8406,Dip2b,0,5.07E-06
8407,Atf1,0,5.07E-06
8408,Mettl7a1,-89,0
8409,Slc11a2,0,5.07E-06
8410,Letmd1,0,5.07E-06
8411,Csrnp2,0,5.07E-06
8412,Pou6f1,0,5.07E-06
8413,Dazap2,0,5.07E-06
8414,Smagp,0,5.07E-06
8415,Bin2,-9,0
8416,Galnt6,0,5.07E-06
8417,Acvrl1,0,5.07E-06
8418,Acvr1b,0,5.07E-06
8419,A330009N23Rik,-1,0
8420,Grasp,0,5.07E-06
8421,Nr4a1,0,5.07E-06
8422,Atg101,0,5.07E-06
8423,6030408B16Rik,12,0
8424,Krt7,-110,0
8425,Krt79,0,5.07E-06
8426,Krt8,-217,0
8427,Krt18,-102,0
8428,Eif4b,0,5.07E-06
8429,Tns2,0,5.07E-06
8430,Spryd3,0,5.07E-06
8431,Igfbp6,-134,0
8432,Csad,0,5.07E-06
8433,Zfp740,0,5.07E-06
8434,Itgb7,0,5.07E-06
8435,Rarg,0,5.07E-06
8436,Mfsd5,0,5.07E-06
8437,Pfdn5,75,2.19E-05
8438,Myg1,0,5.07E-06
8439,Aaas,0,5.07E-06
8440,Sp1,0,5.07E-06
8441,Prr13,14,7.02E-05
8442,Pcbp2,0,5.07E-06
8443,Map3k12,0,5.07E-06
8444,Tarbp2,0,5.07E-06
8445,Atf7,0,5.07E-06
8446,Atp5g2,112,0
8447,Calcoco1,0,5.07E-06
8448,Cbx5,0,5.07E-06
8449,Hnrnpa1,-6,-1.31E-05
8450,Copz1,0,5.07E-06
8451,Zfp385a,0,5.07E-06
8452,Itga5,0,5.07E-06
8453,Nckap1l,0,5.07E-06
8454,Zfp263,0,5.07E-06
8455,Zfp597,0,5.07E-06
8456,Naa60,0,5.07E-06
8457,1700037C18Rik,0,5.07E-06
8458,Cluap1,0,5.07E-06
8459,Trap1,0,5.07E-06
8460,Crebbp,0,5.07E-06
8461,Adcy9,0,5.07E-06
8462,Glis2,0,5.07E-06
8463,Pam16,0,5.07E-06
8464,Coro7,0,5.07E-06
8465,Vasn,0,5.07E-06
8466,Dnaja3,0,5.07E-06
8467,Nmral1,0,5.07E-06
8468,Hmox2,0,5.07E-06
8469,Cdip1,0,5.07E-06
8470,Ubald1,0,5.07E-06
8471,Mgrn1,0,5.07E-06
8472,Nudt16l1,0,5.07E-06
8473,Anks3,0,5.07E-06
8474,Smim22,0,5.07E-06
8475,Rogdi,0,5.07E-06
8476,Glyr1,0,5.07E-06
8477,Ubn1,0,5.07E-06
8478,Ppl,0,5.07E-06
8479,Nagpa,0,5.07E-06
8480,AU021092,-50,-1.53E-05
8481,Alg1,0,5.07E-06
8482,Eef2kmt,0,5.07E-06
8483,Mettl22,0,5.07E-06
8484,Pmm2,0,5.07E-06
8485,Carhsp1,0,5.07E-06
8486,Usp7,0,5.07E-06
8487,1810013L24Rik,0,5.07E-06
8488,Emp2,-90,-9.73E-05
8489,Nubp1,0,5.07E-06
8490,Dexi,0,5.07E-06
8491,Socs1,0,5.07E-06
8492,Litaf,0,5.07E-06
8493,Snn,0,5.07E-06
8494,Txndc11,0,5.07E-06
8495,Zc3h7a,0,5.07E-06
8496,Rsl1d1,0,5.07E-06
8497,Gspt1,0,5.07E-06
8498,Snx29,0,5.07E-06
8499,Cpped1,0,5.07E-06
8500,Ercc4,0,5.07E-06
8501,Mkl2,0,5.07E-06
8502,Parn,0,5.07E-06
8503,Bfar,0,5.07E-06
8504,Rrn3,0,5.07E-06
8505,Ntan1,0,5.07E-06
8506,Pdxdc1,0,5.07E-06
8507,Mpv17l,0,5.07E-06
8508,Marf1,0,5.07E-06
8509,Nde1,0,5.07E-06
8510,Myh11,1,0
8511,Fopnl,0,5.07E-06
8512,Abcc1,0,5.07E-06
8513,Ube2v2,0,5.07E-06
8514,Mcm4,0,5.07E-06
8515,Mzt2,0,5.07E-06
8516,Spidr,0,5.07E-06
8517,Pkp2,-116,0
8518,Yars2,0,5.07E-06
8519,Dnm1l,0,5.07E-06
8520,Fgd4,0,5.07E-06
8521,Top3b,0,5.07E-06
8522,Ppm1f,0,5.07E-06
8523,Mapk1,0,5.07E-06
8524,Ypel1,0,5.07E-06
8525,Ppil2,0,5.07E-06
8526,Sdf2l1,0,5.07E-06
8527,Ube2l3,0,5.07E-06
8528,Hic2,0,5.07E-06
8529,Pi4ka,0,5.07E-06
8530,Snap29,0,5.07E-06
8531,Lztr1,0,5.07E-06
8532,Thap7,0,5.07E-06
8533,P2rx6,-40,0
8534,Med15,0,5.07E-06
8535,Klhl22,0,5.07E-06
8536,Scarf2,0,5.07E-06
8537,Dgcr2,0,5.07E-06
8538,Slc25a1,0,5.07E-06
8539,Dgcr6,0,5.07E-06
8540,Prodh,0,5.07E-06
8541,Zdhhc8,0,5.07E-06
8542,Ranbp1,0,5.07E-06
8543,Trmt2a,0,5.07E-06
8544,Tango2,0,5.07E-06
8545,Arvcf,0,5.07E-06
8546,Comt,0,5.07E-06
8547,Txnrd2,0,5.07E-06
8548,Gp1bb,-8,0
8549,Cldn5,-33,0
8550,2510002D24Rik,0,5.07E-06
8551,Mrpl40,0,5.07E-06
8552,Hira,0,5.07E-06
8553,B3gnt5,0,5.07E-06
8554,Klhl6,0,5.07E-06
8555,Klhl24,0,5.07E-06
8556,Yeats2,0,5.07E-06
8557,Parl,0,5.07E-06
8558,Abcc5,-3,-3.32E-06
8559,Eif2b5,0,5.07E-06
8560,Ap2m1,-51,0
8561,Abcf3,0,5.07E-06
8562,Alg3,0,5.07E-06
8563,Ece2,0,5.07E-06
8564,Psmd2,0,5.07E-06
8565,Eif4g1,0,5.07E-06
8566,Polr2h,0,5.07E-06
8567,Ephb3,0,5.07E-06
8568,Vps8,0,5.07E-06
8569,2510009E07Rik,0,5.07E-06
8570,1300002E11Rik,0,5.07E-06
8571,Tmem41a,0,5.07E-06
8572,Senp2,0,5.07E-06
8573,Igf2bp2,0,5.07E-06
8574,Tra2b,0,5.07E-06
8575,Etv5,219,0
8576,Dnajb11,0,5.07E-06
8577,Eif4a2,-33,0
8578,Rfc4,0,5.07E-06
8579,St6gal1,0,5.07E-06
8580,Rtp4,0,5.07E-06
8581,Bcl6,0,5.07E-06
8582,Lppos,0,5.07E-06
8583,Lpp,0,5.07E-06
8584,Il1rap,0,5.07E-06
8585,Ccdc50,0,5.07E-06
8586,Opa1,0,5.07E-06
8587,Hes1,0,5.07E-06
8588,Atp13a3,0,5.07E-06
8589,Tmem44,0,5.07E-06
8590,Lsg1,0,5.07E-06
8591,Fam43a,0,5.07E-06
8592,Acap2,0,5.07E-06
8593,Ppp1r2,0,5.07E-06
8594,Apod,-4,0
8595,Dlg1,0,5.07E-06
8596,0610012G03Rik,0,5.07E-06
8597,Ncbp2,0,5.07E-06
8598,Senp5,0,5.07E-06
8599,Pak2,0,5.07E-06
8600,Pigx,0,5.07E-06
8601,Cep19,0,5.07E-06
8602,Nrros,22,0
8603,Fbxo45,0,5.07E-06
8604,Wdr53,0,5.07E-06
8605,Rnf168,0,5.07E-06
8606,Ubxn7,0,5.07E-06
8607,Tctex1d2,0,5.07E-06
8608,Pcyt1a,0,5.07E-06
8609,Tfrc,9,2.55E-05
8610,Tnk2,0,5.07E-06
8611,Rubcn,0,5.07E-06
8612,Fyttd1,0,5.07E-06
8613,Lrch3,0,5.07E-06
8614,Rpl35a,89,5.70E-05
8615,Osbpl11,0,5.07E-06
8616,Snx4,44,0
8617,Zfp148,0,5.07E-06
8618,Heg1,0,5.07E-06
8619,Itgb5,-35,-6.67E-05
8620,Umps,0,5.07E-06
8621,Kalrn,0,5.07E-06
8622,Mylk,0,5.07E-06
8623,Hacd2,0,5.07E-06
8624,Sec22a,0,5.07E-06
8625,Pdia5,0,5.07E-06
8626,Dirc2,0,5.07E-06
8627,Parp14,0,5.07E-06
8628,Dtx3l,0,5.07E-06
8629,Parp9,0,5.07E-06
8630,Kpna1,0,5.07E-06
8631,Fam162a,0,5.07E-06
8632,Ccdc58,0,5.07E-06
8633,Cd86,24,0
8634,Iqcb1,0,5.07E-06
8635,Golgb1,0,5.07E-06
8636,Hcls1,0,5.07E-06
8637,Gtf2e1,0,5.07E-06
8638,Ndufb4,-1,-3.10E-05
8639,Fstl1,0,-7.28E-05
8640,Lrrc58,0,5.07E-06
8641,Gsk3b,0,5.07E-06
8642,Cox17,37,0
8643,Popdc2,0,5.07E-06
8644,Pla1a,0,5.07E-06
8645,Adprh,0,5.07E-06
8646,Poglut1,0,5.07E-06
8647,Tmem39a,0,5.07E-06
8648,Arhgap31,0,5.07E-06
8649,B4galt4,0,5.07E-06
8650,Upk1b,-3,2.39E-05
8651,Zbtb20,0,5.07E-06
8652,Ccdc191,0,5.07E-06
8653,Atp6v1a,0,5.07E-06
8654,Naa50,0,5.07E-06
8655,Usf3,0,5.07E-06
8656,Boc,0,5.07E-06
8657,Gtpbp8,0,5.07E-06
8658,Cd200r4,0,5.07E-06
8659,Ccdc80,0,5.07E-06
8660,Slc35a5,0,5.07E-06
8661,Atg3,0,5.07E-06
8662,Btla,0,5.07E-06
8663,Cd200,77,9.12E-05
8664,Abhd10,0,5.07E-06
8665,Phldb2,0,5.07E-06
8666,Plcxd2,-3,0
8667,Dzip3,0,5.07E-06
8668,Ift57,0,5.07E-06
8669,Cd47,-38,0
8670,Bbx,0,5.07E-06
8671,Dubr,0,5.07E-06
8672,Cblb,0,5.07E-06
8673,Alcam,0,5.07E-06
8674,Nfkbiz,0,5.07E-06
8675,Nxpe3,0,5.07E-06
8676,Rpl24,280,0
8677,Zbtb11os1,0,5.07E-06
8678,Zbtb11,0,5.07E-06
8679,Pcnp,0,5.07E-06
8680,Trmt10c,0,5.07E-06
8681,Senp7,0,5.07E-06
8682,Abi3bp,-2,0
8683,Tfg,0,5.07E-06
8684,Tmem45a,0,5.07E-06
8685,Tomm70a,0,5.07E-06
8686,Nit2,0,5.07E-06
8687,Tbc1d23,0,5.07E-06
8688,Cmss1,0,5.07E-06
8689,Filip1l,0,5.07E-06
8690,St3gal6,0,5.07E-06
8691,Cpox,0,5.07E-06
8692,Cldnd1,0,5.07E-06
8693,Crybg3,0,5.07E-06
8694,Arl6,0,5.07E-06
8695,Nsun3,0,5.07E-06
8696,Arl13b,0,5.07E-06
8697,Pros1,0,5.07E-06
8698,4930453N24Rik,0,5.07E-06
8699,Zfp654,0,5.07E-06
8700,Cggbp1,0,5.07E-06
8701,Chmp2b,0,5.07E-06
8702,Vgll3,11,3.93E-05
8703,Gbe1,0,5.07E-06
8704,Robo1,-1,0
8705,Robo2,0,5.07E-06
8706,Hspa13,0,5.07E-06
8707,Samsn1,11,0
8708,Nrip1,0,5.07E-06
8709,Usp25,0,5.07E-06
8710,Cxadr,-114,0
8711,Btg3,-55,-6.96E-05
8712,D16Ertd472e,0,5.07E-06
8713,Mrpl39,0,5.07E-06
8714,Jam2,-4,0
8715,Atp5j,-10,0
8716,Gabpa,0,5.07E-06
8717,App,-102,0
8718,Cyyr1,-1,-8.31E-05
8719,Adamts1,0,5.07E-06
8720,Adamts5,0,5.07E-06
8721,N6amt1,0,5.07E-06
8722,Ltn1,0,5.07E-06
8723,Usp16,0,5.07E-06
8724,Cct8,0,5.07E-06
8725,Bach1,0,5.07E-06
8726,Tiam1,2,0
8727,Sod1,0,5.07E-06
8728,Scaf4,0,5.07E-06
8729,Mis18a,0,5.07E-06
8730,Eva1c,0,5.07E-06
8731,Synj1,0,5.07E-06
8732,Paxbp1,0,5.07E-06
8733,Ifnar2,0,5.07E-06
8734,Il10rb,-75,0
8735,Ifnar1,0,5.07E-06
8736,Ifngr2,-27,-5.72E-05
8737,Tmem50b,15,3.89E-05
8738,Gart,0,5.07E-06
8739,Son,-24,-5.10E-05
8740,Donson,0,5.07E-06
8741,Atp5o,-46,0
8742,Cryzl1,0,5.07E-06
8743,Itsn1,0,5.07E-06
8744,Mrps6,0,5.07E-06
8745,Slc5a3,0,5.07E-06
8746,Smim11,0,5.07E-06
8747,Rcan1,0,5.07E-06
8748,Runx1,0,5.07E-06
8749,Setd4,0,5.07E-06
8750,Cbr1,0,5.07E-06
8751,Cbr3,0,5.07E-06
8752,Morc3,0,5.07E-06
8753,Ripply3,0,5.07E-06
8754,Pigp,0,5.07E-06
8755,Ttc3,0,5.07E-06
8756,Dyrk1a,0,5.07E-06
8757,Kcnj15,0,5.07E-06
8758,Erg,-4,0
8759,Ets2,0,5.07E-06
8760,Psmg1,0,5.07E-06
8761,Brwd1,0,5.07E-06
8762,Hmgn1,76,0
8763,Wrb,0,5.07E-06
8764,Bace2,0,5.07E-06
8765,Prdm15,0,5.07E-06
8766,C2cd2,-1,0
8767,Zbtb21,0,5.07E-06
8768,B230307C23Rik,0,5.07E-06
8769,Scaf8,0,5.07E-06
8770,Arid1b,0,5.07E-06
8771,Tmem242,0,5.07E-06
8772,Snx9,0,5.07E-06
8773,Synj2,-4,0
8774,Gtf2h5,0,5.07E-06
8775,Tulp4,0,5.07E-06
8776,Tmem181a,0,5.07E-06
8777,Dynlt1a,0,5.07E-06
8778,Dynlt1c,-7,0
8779,Dynlt1f,0,5.07E-06
8780,Sytl3,0,5.07E-06
8781,Ezr,0,5.07E-06
8782,Tagap1,0,5.07E-06
8783,Rnaset2b,0,5.07E-06
8784,Rps6ka2,0,5.07E-06
8785,Fndc1,15,0
8786,Tagap,0,5.07E-06
8787,Rsph3a,0,5.07E-06
8788,Rnaset2a,0,5.07E-06
8789,Fgfr1op,0,5.07E-06
8790,Mpc1,-1,-3.56E-05
8791,Sft2d1,0,5.07E-06
8792,Qk,39,0
8793,Agpat4,27,0
8794,Map3k4,0,5.07E-06
8795,Igf2r,0,5.07E-06
8796,Airn,0,5.07E-06
8797,Mrpl18,0,5.07E-06
8798,Tcp1,0,5.07E-06
8799,Acat2,0,5.07E-06
8800,Wtap,0,5.07E-06
8801,Sod2,0,5.07E-06
8802,Smoc2,0,5.07E-06
8803,1600012H06Rik,0,5.07E-06
8804,Phf10,0,5.07E-06
8805,Ermard,0,5.07E-06
8806,Dll1,0,5.07E-06
8807,Fam120b,0,5.07E-06
8808,Psmb1,-123,0
8809,Tbp,0,5.07E-06
8810,Pdcd2,0,5.07E-06
8811,Chd1,0,5.07E-06
8812,Rgmb,0,5.07E-06
8813,Lix1,1,0
8814,Lnpep,0,5.07E-06
8815,Spaca6,0,5.07E-06
8816,Has1,0,5.07E-06
8817,Fpr2,-2,0
8818,Ppp2r1a,0,5.07E-06
8819,Zfp51,0,5.07E-06
8820,Zfp53,0,5.07E-06
8821,Zfp948,0,5.07E-06
8822,Zfp942,0,5.07E-06
8823,Zfp943,0,5.07E-06
8824,Zfp944,0,5.07E-06
8825,Zfp758,0,5.07E-06
8826,Zfp945,0,5.07E-06
8827,Thoc6,0,5.07E-06
8828,Hcfc1r1,0,5.07E-06
8829,Tnfrsf12a,-181,0
8830,Pkmyt1,0,5.07E-06
8831,Paqr4,0,5.07E-06
8832,9530082P21Rik,0,5.07E-06
8833,Flywch1,0,5.07E-06
8834,Flywch2,0,5.07E-06
8835,Srrm2,0,5.07E-06
8836,Kctd5,0,5.07E-06
8837,Pdpk1,0,5.07E-06
8838,Amdhd2,0,5.07E-06
8839,Tbc1d24,0,5.07E-06
8840,Abca3,115,9.05E-05
8841,Rnps1,0,5.07E-06
8842,Eci1,-64,0
8843,E4f1,0,5.07E-06
8844,Pgp,0,5.07E-06
8845,Traf7,0,5.07E-06
8846,Rab26os,0,5.07E-06
8847,Pkd1,0,5.07E-06
8848,Tsc2,0,5.07E-06
8849,Nthl1,0,5.07E-06
8850,Slc9a3r2,-7,4.72E-05
8851,Zfp598,0,5.07E-06
8852,Gfer,0,5.07E-06
8853,Tbl3,0,5.07E-06
8854,Rps2,21,0
8855,Snhg9,0,5.07E-06
8856,Ndufb10,0,5.07E-06
8857,Rpl3l,-1,0
8858,Msrb1,0,5.07E-06
8859,Hagh,0,5.07E-06
8860,Nubp2,0,5.07E-06
8861,Spsb3,0,5.07E-06
8862,Mapk8ip3,0,5.07E-06
8863,Mrps34,0,5.07E-06
8864,Nme3,0,5.07E-06
8865,Cramp1l,0,5.07E-06
8866,Ift140,0,5.07E-06
8867,Tmem204,0,5.07E-06
8868,Telo2,0,5.07E-06
8869,Clcn7,0,5.07E-06
8870,BC003965,0,5.07E-06
8871,Unkl,0,5.07E-06
8872,Gnptg,0,5.07E-06
8873,Tsr3,0,5.07E-06
8874,Ube2i,12,-3.83E-06
8875,Lmf1,0,5.07E-06
8876,Rpusd1,0,5.07E-06
8877,Narfl,0,5.07E-06
8878,Haghl,0,5.07E-06
8879,Fam173a,0,5.07E-06
8880,Metrn,0,5.07E-06
8881,Wdr24,0,5.07E-06
8882,Jmjd8,0,5.07E-06
8883,Stub1,-1,1.05E-06
8884,Rhot2,0,5.07E-06
8885,Rab40c,0,5.07E-06
8886,Pigq,0,5.07E-06
8887,Rab11fip3,0,5.07E-06
8888,Decr2,0,5.07E-06
8889,Mrpl28,0,5.07E-06
8890,Axin1,0,5.07E-06
8891,Fam234a,0,5.07E-06
8892,Luc7l,0,5.07E-06
8893,Dusp1,-91,0
8894,Ergic1,0,5.07E-06
8895,Atp6v0e,-102,0
8896,Crebrf,0,5.07E-06
8897,Bnip1,0,5.07E-06
8898,Phf1,0,5.07E-06
8899,Cuta,0,5.07E-06
8900,Bak1,0,5.07E-06
8901,Itpr3,0,5.07E-06
8902,Uqcc2,0,5.07E-06
8903,Lemd2,0,5.07E-06
8904,Hmga1,0,5.07E-06
8905,AI413582,0,5.07E-06
8906,Nudt3,0,5.07E-06
8907,Rps10,221,0
8908,D17Wsu92e,0,5.07E-06
8909,Snrpc,0,5.07E-06
8910,Taf11,0,5.07E-06
8911,Anks1,0,5.07E-06
8912,Zfp523,0,5.07E-06
8913,Def6,0,5.07E-06
8914,Ppard,0,5.07E-06
8915,Fance,0,5.07E-06
8916,Rpl10a,75,-3.55E-05
8917,Tead3,0,5.07E-06
8918,Fkbp5,0,5.07E-06
8919,Srpk1,0,5.07E-06
8920,Mapk14,0,5.07E-06
8921,Mapk13,0,5.07E-06
8922,Kctd20,0,5.07E-06
8923,Stk38,0,5.07E-06
8924,Srsf3,14,3.65E-05
8925,Cdkn1a,0,5.07E-06
8926,Ppil1,0,5.07E-06
8927,BC004004,0,5.07E-06
8928,Pi16,-1,0
8929,Mtch1,27,-7.06E-05
8930,Fgd2,0,5.07E-06
8931,Pim1,-5,0
8932,Tbc1d22b,0,5.07E-06
8933,Rnf8,0,5.07E-06
8934,Cmtr1,0,5.07E-06
8935,Ccdc167,0,5.07E-06
8936,Zfand3,0,5.07E-06
8937,Btbd9,0,5.07E-06
8938,Glo1,0,5.07E-06
8939,Abcg1,12,0
8940,Slc37a1,0,5.07E-06
8941,Pde9a,0,5.07E-06
8942,Wdr4,0,5.07E-06
8943,Ndufv3,0,5.07E-06
8944,Pknox1,0,5.07E-06
8945,U2af1,0,5.07E-06
8946,Sik1,0,5.07E-06
8947,Rrp1b,0,5.07E-06
8948,Notch3,-8,0
8949,Brd4,0,5.07E-06
8950,Akap8,0,5.07E-06
8951,Akap8l,0,5.07E-06
8952,Wiz,0,5.07E-06
8953,Rasal3,0,5.07E-06
8954,Cyp4f16,0,5.07E-06
8955,Zfp871,0,5.07E-06
8956,Cyp4f13,0,5.07E-06
8957,Zfp472,0,5.07E-06
8958,Zfp952,0,5.07E-06
8959,Zfp81,0,5.07E-06
8960,Zfp101,0,5.07E-06
8961,Adamts10,0,5.07E-06
8962,Myo1f,-1,-8.18E-05
8963,Zfp414,0,5.07E-06
8964,Hnrnpm,0,5.07E-06
8965,Rab11b,0,5.07E-06
8966,Angptl4,0,5.07E-06
8967,Kank3,0,5.07E-06
8968,Rps28,178,0
8969,Ndufa7,221,0
8970,Cd320,0,5.07E-06
8971,BC051226,0,5.07E-06
8972,Daxx,0,5.07E-06
8973,Tapbp,-2,-2.09E-06
8974,Zbtb22,0,5.07E-06
8975,Rgl2,0,5.07E-06
8976,Pfdn6,0,5.07E-06
8977,Wdr46,0,5.07E-06
8978,Rps18,92,-2.17E-05
8979,Vps52,0,5.07E-06
8980,H2-K1,41,-1.68E-05
8981,Ring1,0,5.07E-06
8982,H2-Ke6,1,8.81E-06
8983,Slc39a7,0,5.07E-06
8984,Rxrb,0,5.07E-06
8985,H2-Oa,0,5.07E-06
8986,Brd2,0,5.07E-06
8987,H2-DMa,1,7.20E-06
8988,H2-DMb2,0,5.07E-06
8989,H2-DMb1,-51,0
8990,Psmb9,0,5.07E-06
8991,Tap1,0,5.07E-06
